,0
2008-09-29,61693.0
2008-09-26,60993.0
2008-09-25,60993.0
2008-09-24,61126.0
2008-09-23,61126.0
2008-09-22,59326.0
2008-09-19,59327.8
2008-09-18,55327.8
2008-09-17,55327.8
2008-09-16,55327.8
2008-09-15,55327.8
2008-09-12,55327.8
2008-09-11,47407.8
2008-09-10,47407.8
2008-09-09,47407.8
2008-09-08,47407.8
2008-09-05,47407.8
2008-09-04,47407.8
2008-09-03,47407.8
2008-09-02,47407.8
2008-09-01,47407.8
2008-08-29,47407.8
2008-08-28,47407.8
2008-08-27,47407.8
2008-08-26,47407.8
2008-08-25,47407.8
2008-08-22,39907.8
2008-08-21,39908.8
2008-08-20,39908.8
2008-08-19,39908.8
2008-08-18,39908.8
2008-08-15,39908.8
2008-08-14,39908.8
2008-08-13,39908.8
2008-08-12,39908.8
2008-08-11,39908.8
2008-08-08,39908.8
2008-08-07,39793.8
2008-08-06,39793.8
2008-08-05,39793.8
2008-08-04,39793.8
2008-08-01,39793.8
2008-07-31,39793.8
2008-07-30,39793.8
2008-07-29,39793.8
2008-07-28,39793.8
2008-07-25,39793.8
2008-07-24,39793.8
2008-07-23,39793.8
2008-07-22,39739.0
2008-07-21,42739.0
2008-07-18,42739.0
2008-07-17,42739.0
2008-07-16,42739.0
2008-07-15,42739.0
2008-07-14,42739.0
2008-07-11,42739.0
2008-07-10,42739.0
2008-07-09,42739.0
2008-07-08,42739.0
2008-07-07,49739.0
2008-07-04,49739.0
2008-07-03,43739.0
2008-07-02,42309.0
2008-07-01,42309.0
2008-06-30,42309.0
2008-06-27,42309.0
2008-06-26,42309.0
2008-06-25,40829.0
2008-06-24,40829.0
2008-06-23,40829.0
2008-06-20,38979.0
2008-06-19,39279.0
2008-06-18,41279.0
2008-06-17,41279.0
2008-06-16,41279.0
2008-06-11,41279.0
2008-06-10,41279.0
2008-06-09,38195.0
2008-06-07,38195.0
2008-06-06,36195.0
2008-06-05,36195.0
2008-06-04,34250.0
2008-06-03,40950.0
2008-06-02,40950.0
2008-05-30,39450.0
2008-05-29,33450.0
2008-05-28,35450.0
2008-05-27,35450.0
2008-05-26,35450.0
2008-05-23,34450.0
2008-05-22,34450.0
2008-05-21,30450.0
2008-05-20,30450.0
2008-05-19,33950.0
2008-05-16,33950.0
2008-05-15,33950.0
2008-05-14,33950.0
2008-05-13,33950.0
2008-05-12,33950.0
2008-05-08,33950.0
2008-05-07,33475.0
2008-05-06,33475.0
2008-05-05,33475.0
2008-05-04,35475.0
2008-04-30,35475.0
2008-04-29,35475.0
2008-04-28,36489.5
2008-04-25,36489.5
2008-04-24,28189.5
2008-04-23,30089.5
2008-04-22,30089.5
2008-04-21,30089.5
2008-04-18,30089.5
2008-04-17,30089.5
2008-04-16,29614.5
2008-04-15,29614.5
2008-04-14,29614.5
2008-04-11,29614.5
2008-04-10,29614.5
2008-04-09,29614.5
2008-04-08,29614.5
2008-04-07,29614.5
2008-04-04,36334.5
2008-04-03,36334.5
2008-04-02,36334.5
2008-04-01,36334.5
2008-03-31,36334.5
2008-03-28,36134.5
2008-03-27,36134.5
2008-03-26,36134.5
2008-03-25,36134.5
2008-03-24,36134.5
2008-03-21,36134.5
2008-03-20,34134.5
2008-03-19,34134.5
2008-03-18,34134.5
2008-03-17,34134.5
2008-03-14,34134.5
2008-03-13,34134.5
2008-03-12,34134.5
2008-03-11,34134.5
2008-03-07,34134.5
2008-03-06,34134.5
2008-03-05,34134.5
2008-03-04,34134.5
2008-03-03,34134.5
2008-02-29,34134.5
2008-02-28,34134.5
2008-02-27,34134.5
2008-02-26,34134.5
2008-02-22,34134.5
2008-02-21,42834.5
2008-02-20,42834.5
2008-02-19,42834.5
2008-02-18,42834.5
2008-02-15,42834.5
2008-02-14,42834.5
2008-02-13,42834.5
2008-02-12,42834.5
2008-02-11,42834.5
2008-02-08,42834.5
2008-02-07,42834.5
2008-02-06,42834.5
2008-02-05,42834.5
2008-02-04,42834.5
2008-02-01,42834.5
2008-01-31,42834.5
2008-01-30,42834.5
2008-01-29,42834.5
2008-01-28,42834.5
2008-01-25,42834.5
2008-01-24,42834.5
2008-01-23,41834.5
2008-01-22,41834.5
2008-01-21,41834.5
2008-01-18,41834.5
2008-01-17,41834.5
2008-01-16,39534.5
2008-01-15,39534.5
2008-01-14,39534.5
2008-01-11,39534.5
2008-01-10,39534.5
2008-01-09,32534.5
2007-12-29,32534.5
2007-12-28,32534.5
2007-12-27,32534.5
2007-12-26,32534.5
2007-12-25,32534.5
2007-12-24,32534.5
2007-12-21,32534.5
2007-12-20,32534.5
2007-12-19,32534.5
2007-12-18,32534.5
2007-12-17,32534.5
2007-12-14,32534.5
2007-12-13,32534.5
2007-12-12,32534.5
2007-12-11,32534.5
2007-12-10,32534.5
2007-12-07,32534.5
2007-12-06,25834.5
2007-12-05,25834.5
2007-12-04,25834.5
2007-12-03,25835.0
2007-11-30,23835.0
2007-11-29,23835.0
2007-11-28,23835.0
2007-11-27,23835.0
2007-11-26,23835.0
2007-11-23,15135.0
2007-11-22,15135.0
2007-11-21,11635.0
2007-11-20,11635.0
2007-11-19,11635.0
2007-11-16,11775.0
2007-11-15,11775.0
2007-11-14,11775.0
2007-11-13,11775.0
2007-11-12,11775.0
2007-11-09,11775.0
2007-11-08,11775.0
2007-11-07,11775.0
2007-11-06,9775.0
2007-11-02,9775.0
2007-11-01,9775.0
2007-10-31,8760.0
2007-10-30,8760.0
2007-10-29,8850.0
2007-10-26,6950.0
2007-10-25,6950.0
2007-10-24,6950.0
2007-10-23,6950.0
2007-10-22,6950.0
2007-10-19,6950.0
2007-10-18,6950.0
2007-10-17,6950.0
2007-10-16,6950.0
2007-10-15,6950.0
2007-10-12,6950.0
2007-10-11,6950.0
2007-10-10,6950.0
